noaaID,MPlus,zero,one,Class,y_true
13284.0,0.15,0.7856571078300476,0.2143428772687912,N,0
13287.0,0.1092,0.8264079093933105,0.1735921055078506,N,0
13298.0,0.0044,0.8180956840515137,0.1819043159484863,N,0
13303.0,0.0868,0.756247341632843,0.2437526434659958,N,0
13307.0,0.0034,0.843567430973053,0.156432569026947,N,0
13345.0,0.0098,0.7317228317260742,0.2682771384716034,N,0
13349.0,0.0033,0.7118608355522156,0.2881391942501068,N,0
13362.0,0.1351,0.8734619617462158,0.1265380680561065,N,0
13412.0,0.0812,0.8601714968681335,0.1398284137248993,N,0
13414.0,0.0361,0.876114547252655,0.1238854750990867,N,0
13420.0,0.0034,0.637772262096405,0.3622278273105621,N,0
13439.0,0.0016,0.5633103251457214,0.4366897046566009,N,0
13446.0,0.0217,0.6496093273162842,0.3503907024860382,N,0
13501.0,0.0281,0.8637171387672424,0.1362829208374023,N,0
13512.0,0.1522,0.806352972984314,0.1936470121145248,N,0
13522.0,0.0177,0.7729018330574036,0.22709821164608,N,0
13525.0,0.0034,0.8148084282875061,0.1851915866136551,N,0
13563.0,0.0034,0.8307514190673828,0.1692486107349395,N,0
13570.0,0.032,0.6385544538497925,0.3614456355571747,N,0
13572.0,0.0033,0.8255530595779419,0.1744470000267028,N,0
13577.0,0.0033,0.7083797454833984,0.2916202545166015,N,0
13581.0,0.0289,0.8627638816833496,0.1372361779212951,N,0
13610.0,0.0053,0.7618427276611328,0.2381573170423507,N,0
13611.0,0.0032,0.8325311541557312,0.1674688458442688,N,0
13624.0,0.0041,0.821304202079773,0.1786957830190658,N,0
13627.0,0.1516,0.82256019115448,0.1774398237466812,N,0
13653.0,0.0356,0.7850449681282043,0.2149550914764404,N,0
13659.0,0.0028,0.8083312511444092,0.1916687935590744,N,0
13660.0,0.0332,0.7594524621963501,0.2405475229024887,N,0
13666.0,0.0036,0.6350051164627075,0.3649948537349701,N,0
13667.0,0.0038,0.6925103664398193,0.3074896335601806,N,0
13678.0,0.0084,0.8306300640106201,0.1693698763847351,N,0
13693.0,0.0525,0.5902425050735474,0.4097574949264526,N,0
13696.0,0.0809,0.7979681491851807,0.2020318061113357,N,0
13704.0,0.0533,0.7974379062652588,0.2025621235370636,N,0
13706.0,0.0739,0.7504554986953735,0.2495445162057876,N,0
13715.0,0.0025,0.8276030421257019,0.1723968833684921,N,0
13741.0,0.0103,0.8191579580307007,0.1808420866727829,N,0
13297.0,0.2433,0.2992691695690155,0.7007308006286621,C,0
13333.0,0.1771,0.6090763211250305,0.3909236788749695,C,0
13392.0,0.0015,0.5216872096061707,0.4783127903938293,C,0
13404.0,0.0033,0.5642197728157043,0.4357802271842956,C,0
13416.0,0.0037,0.5687354803085327,0.4312644898891449,C,0
13462.0,0.0034,0.5280972123146057,0.4719028174877167,C,0
13463.0,0.0109,0.6335586309432983,0.3664413392543793,C,0
13464.0,0.1459,0.6036600470542908,0.3963399529457092,C,0
13465.0,0.2285,0.7000015377998352,0.29999840259552,C,0
13478.0,0.009,0.6819096803665161,0.3180903196334839,C,0
13503.0,0.0028,0.6102020144462585,0.3897979855537414,C,0
13507.0,0.01,0.6787969470024109,0.3212030231952667,C,0
13533.0,0.0034,0.607663631439209,0.392336368560791,C,0
13534.0,0.0015,0.491109162569046,0.5088908076286316,C,0
13545.0,0.0021,0.7309619784355164,0.2690379917621612,C,0
13546.0,0.2929,0.1482175290584564,0.851782500743866,C,0
13560.0,0.0034,0.5552756786346436,0.4447243213653564,C,0
13574.0,0.0281,0.7212916016578674,0.2787084281444549,C,0
13583.0,0.004,0.4680568277835846,0.5319432020187378,C,0
13584.0,0.0014,0.5466049909591675,0.4533949494361877,C,0
13595.0,0.0151,0.5449724197387695,0.4550275504589081,C,0
13604.0,0.0033,0.5306875705718994,0.469312459230423,C,0
13632.0,0.0048,0.4760157465934753,0.5239842534065247,C,0
13636.0,0.0018,0.4633105397224426,0.5366894602775574,C,0
13657.0,0.0034,0.5169925689697266,0.483007401227951,C,0
13672.0,0.1808,0.5286976099014282,0.4713024199008941,C,0
13698.0,0.0016,0.5504134297370911,0.4495865106582641,C,0
13701.0,0.0017,0.595649242401123,0.4043508172035217,C,0
13729.0,0.1521,0.4853206574916839,0.5146793127059937,C,0
13750.0,0.0012,0.457954078912735,0.5420459508895874,C,0
13757.0,0.0102,0.4193035960197449,0.5806964039802551,C,0
13315.0,0.0269,0.0389295220375061,0.9610705375671388,M,1
13327.0,0.0203,0.3144730925559997,0.6855269074440002,M,1
13372.0,0.0122,0.1477178037166595,0.8522822260856628,M,1
13559.0,0.259,0.0134595818817615,0.9865403175354004,M,1
13634.0,0.0582,0.1609495729207992,0.8390504121780396,M,1
13712.0,0.01,0.1112110838294029,0.8887889385223389,M,1
13590.0,0.1735,0.0332973822951316,0.9667025804519652,X,1
13697.0,0.0482,0.1074601262807846,0.8925398588180542,X,1
