11524,2012.07.18_01:48:00_TAI,2,C,920.624,1.13807e+23,16808310000000.0,73.873,1130443000000.0,1.394525e+22,340.839264,4293.776,4.043,14.33
11524,2012.07.18_02:24:00_TAI,2,C,895.545,1.108996e+23,16740260000000.0,70.11399999999999,962431000000.0,1.379239e+22,340.204498,4242.973,4.0569999999999995,14.202
11524,2012.07.18_03:00:00_TAI,2,C,868.878,1.132327e+23,16272180000000.0,58.218999999999994,934933400000.0,1.346771e+22,332.727844,4398.842000000001,4.09,15.529000000000002
11524,2012.07.18_03:36:00_TAI,2,C,853.62,1.128755e+23,16182320000000.0,79.551,1622080000000.0,1.308664e+22,338.310425,4514.7,4.013,16.727
11524,2012.07.18_04:12:00_TAI,2,C,837.9910000000001,1.093544e+23,15835910000000.0,73.256,1467092000000.0,1.271834e+22,341.362549,4548.549,4.066,16.544
11524,2012.07.18_04:48:00_TAI,2,C,794.944,1.033706e+23,14475590000000.0,79.617,2086498000000.0,1.214976e+22,341.25057999999996,4632.309,4.011,15.17
11524,2012.07.18_05:24:00_TAI,2,C,762.86,1.006438e+23,14046070000000.0,109.985,3617219000000.0,1.148591e+22,338.210571,4822.365,3.9930000000000003,16.532
11524,2012.07.18_06:00:00_TAI,2,C,737.944,9.521686e+22,13472290000000.0,127.274,4028991000000.0,1.113415e+22,335.89141800000004,4695.595,3.9789999999999996,16.0
11524,2012.07.18_06:36:00_TAI,2,C,719.212,9.40278e+22,13453070000000.0,110.781,3568016000000.0,1.114188e+22,329.979614,4525.227,3.8539999999999996,15.378
11524,2012.07.18_07:12:00_TAI,2,C,706.83,9.294533e+22,13412490000000.0,114.11200000000001,3635640000000.0,1.122531e+22,335.515625,4325.233,3.832,14.74
11524,2012.07.18_07:48:00_TAI,2,C,713.182,9.338743e+22,13936600000000.0,118.82600000000001,4399473000000.0,1.151069e+22,332.793762,4069.886,3.7710000000000004,14.677999999999999
